ID,Title,Description,Type,Component,Severity
INT-3404,Data not syncing between app and server,"The mobile application fails to sync data with the server, causing inconsistencies in user data.",integration,Sync Service,Critical
DATA-3405,Incorrect data format in CSV export,"Exported CSV files from the sales module have incorrect date formats, causing import errors.",data,Sales,Low
UI-3406,Misaligned text in footer,The footer text is not properly aligned on the homepage when viewed on Safari.,ui,Homepage,Low
SEC-3407,Unauthorized access to admin panel,Users can access the admin panel without proper authentication due to a missing permission check.,security,Admin Panel,Critical
INT-3408,API endpoint returns 404 error,The /user/profile API endpoint returns a 404 error when accessed with valid user IDs.,integration,API,High
PERF-3409,High memory usage in background service,"The background service consumes excessive memory over time, leading to performance degradation.",performance,Background Service,Medium
UI-3410,Dropdown menu not expanding on click,The dropdown menu on the settings page does not expand when clicked on mobile devices.,ui,Settings Page,Medium
DATA-3411,Duplicate entries in product catalog,The product catalog displays duplicate entries due to improper database indexing.,data,Product Catalog,Low
FEAT-3412,Search feature missing advanced filters,"The search functionality lacks advanced filters, limiting users' ability to refine search results.",feature,Search,Medium
SEC-3413,Session not invalidated on logout,"User sessions are not properly invalidated upon logout, allowing unauthorized access.",security,Session Management,High
UI-3414,Overlapping text in user registration form,Text fields in the user registration form overlap when viewed on small screen devices.,ui,Registration Form,Medium
CRASH-3415,Application crash on startup,The application crashes immediately upon startup due to a missing configuration file.,crash,Initialization,Critical
PERF-3416,Slow response time during peak hours,The system experiences significant slowdowns during peak usage hours affecting user experience.,performance,Server,High
DATA-3417,Inconsistent data in user profiles,User profiles occasionally display outdated information due to caching issues.,data,User Profiles,Medium
FEAT-3418,Notification feature not working as expected,Users do not receive notifications as per their preferences due to a misconfigured notification service.,feature,Notifications,Medium
SEC-3419,Password reset emails not sent,Users are unable to receive password reset emails due to SMTP server misconfiguration.,security,Email Service,High
INT-3420,Intermittent failure in third-party API calls,"API calls to an external service intermittently fail, causing disruptions in data retrieval.",integration,External API,High
UI-3421,Image gallery not loading on Firefox,The image gallery fails to load properly in Firefox due to a JavaScript error.,ui,Gallery,Medium
PERF-3422,High CPU usage during file uploads,"Uploading large files causes the CPU usage to spike, affecting other processes.",performance,File Upload,Medium
DATA-3423,Data loss in transaction history,Some recent transactions are missing from user histories due to a logging failure.,data,Transactions,High
CRASH-3424,Service crashes under heavy load,The payment service crashes when handling more than 1000 transactions per minute.,crash,Payment Service,Critical
UI-3425,Checkboxes not selectable on mobile,Checkboxes in the settings page are not selectable on mobile due to CSS conflicts.,ui,Settings,Medium
INT-3426,Failed integration with payment gateway,Payments fail to process due to incorrect API endpoints for the payment gateway.,integration,Payment Gateway,Critical
SEC-3427,Session expiration not working correctly,"User sessions do not expire after the designated timeout period, allowing prolonged access.",security,Session Management,High
